SEM Brand,Landlord,2024,8,Aug,158651.3423,3399,18567,0,0,0,,,2024,Aug,2024-Aug,SEM Brand," $158,651.34 ",3399,18567,,,,,,SEM Non-Brand - Tenant Tenant, 43 , 33 , 34 , 51 , 46 , 27 , 1 , -   , -   , -   , 5 , 5 , 9 , 57 , 55 
SEM Brand,Landlord,2024,9,Sep,188260.7393,3477,22390,0,0,0,,,2024,Sep,2024-Sep,SEM Brand," $188,260.74 ",3477,22390,,,,,,Paid Social + Display Tenant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Paid Social + Display,Landlord,2023,7,Jul,77765.69281,44,32,0,0,0,,,2023,Jul,2023-Jul,Paid Social + Display Landlord," $77,765.69 ",44,32,,,,,,Paid Social + Display Landlord, 44 , 37 , 168 , 149 , 171 , 251 , 131 , 78 , 104 , 97 , 54 , 43 , 113 , 147 , 89 
Paid Social + Display,Landlord,2023,8,Aug,85444.65686,37,30,0,0,0,,,2023,Aug,2023-Aug,Paid Social + Display Landlord," $85,444.66 ",37,30,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Landlord,2023,9,Sep,84032.96585,168,36,0,0,0,,,2023,Sep,2023-Sep,Paid Social + Display Landlord," $84,032.97 ",168,36,,,,,,Year,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024,2024,2024
Paid Social + Display,Landlord,2023,10,Oct,86627.61992,149,28,0,0,0,,,2023,Oct,2023-Oct,Paid Social + Display Landlord," $86,627.62 ",149,28,,,,,,Month,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
Paid Social + Display,Landlord,2023,11,Nov,126138.55,171,38,0,0,0,,,2023,Nov,2023-Nov,Paid Social + Display Landlord," $126,138.55 ",171,38,,,,,Paid Channels - Monthly - Booking Requests,Brand or Non-Brand,2023-Jul,2023-Aug,2023-Sep,2023-Oct,2023-Nov,2023-Dec,2024-Jan,2024-Feb,2024-Mar,2024-Apr,2024-May,2024-Jun,2024-Jul,2024-Aug,2024-Sep
Paid Social + Display,Landlord,2023,12,Dec,324844.13,251,15,0,0,0,,,2023,Dec,2023-Dec,Paid Social + Display Landlord," $324,844.13 ",251,15,,,,,,SEM Brand," 12,960 "," 15,613 "," 12,782 "," 14,237 "," 9,896 "," 9,478 "," 11,832 "," 12,722 "," 18,080 "," 21,142 "," 16,469 "," 16,334 "," 17,112 "," 18,567 "," 22,390 "
Paid Social + Display,Landlord,2024,1,Jan,118527.53,131,18,0,0,0,,,2024,Jan,2024-Jan,Paid Social + Display Landlord," $118,527.53 ",131,18,,,,,,SEM Non-Brand Landlord," 4,582 "," 5,270 "," 4,243 "," 5,540 "," 3,883 "," 3,341 "," 7,043 "," 5,453 "," 3,655 "," 4,291 "," 3,171 "," 3,487 "," 3,716 "," 3,026 "," 2,470 "
Paid Social + Display,Landlord,2024,2,Feb,63920.84,78,6,0,0,0,,,2024,Feb,2024-Feb,Paid Social + Display Landlord," $63,920.84 ",78,6,,,,,,SEM Non-Brand - Tenant Tenant," 1,061 ", 821 , 915 , 948 , 854 , 511 , 38 , -   , -   , -   , 191 , 88 , 288 ," 3,838 "," 6,711 "
Paid Social + Display,Landlord,2024,3,Mar,114211.43,104,8,0,0,0,,,2024,Mar,2024-Mar,Paid Social + Display Landlord," $114,211.43 ",104,8,,,,,,Paid Social + Display Tenant, -   , -   , -   , 3 , -   , -   , 2 , -   , 2 , -   , -   , -   , -   , 4 , 87 
Paid Social + Display,Landlord,2024,4,Apr,110205.09,97,33,0,0,0,,,2024,Apr,2024-Apr,Paid Social + Display Landlord," $110,205.09 ",97,33,,,,,,Paid Social + Display Landlord, 32 , 30 , 36 , 28 , 38 , 15 , 18 , 6 , 8 , 33 , 20 , 6 , 49 , 53 , 108 
Paid Social + Display,Landlord,2024,5,May,107315.27,54,20,0,0,0,,,2024,May,2024-May,Paid Social + Display Landlord," $107,315.27 ",54,20,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Landlord,2024,6,Jun,84739.64,43,6,0,0,0,,,2024,Jun,2024-Jun,Paid Social + Display Landlord," $84,739.64 ",43,6,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Landlord,2024,7,Jul,142872.3479,113,49,0,0,0,,,2024,Jul,2024-Jul,Paid Social + Display Landlord," $142,872.35 ",113,49,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Landlord,2024,8,Aug,142707.776,147,53,0,0,0,,,2024,Aug,2024-Aug,Paid Social + Display Landlord," $142,707.78 ",147,53,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Landlord,2024,9,Sep,131694.0897,89,108,0,0,0,,,2024,Sep,2024-Sep,Paid Social + Display Landlord," $131,694.09 ",89,108,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2023,7,Jul,332110.2905,307,1222,186529.52,570,3360,,,2023,Jul,2023-Jul,SEM Non-Brand Landlord," $518,639.81 ",877,4582,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2023,8,Aug,350999.0283,344,1375,186939.18,694,3895,,,2023,Aug,2023-Aug,SEM Non-Brand Landlord," $537,938.21 ",1038,5270,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2023,9,Sep,320615.1337,392,1088,181355.37,685,3155,,,2023,Sep,2023-Sep,SEM Non-Brand Landlord," $501,970.50 ",1077,4243,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2023,10,Oct,334101.5052,363,1150,188811.54,674,4390,,,2023,Oct,2023-Oct,SEM Non-Brand Landlord," $522,913.05 ",1037,5540,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2023,11,Nov,207648.9195,310,702,213522.85,621,3181,,,2023,Nov,2023-Nov,SEM Non-Brand Landlord," $421,171.77 ",931,3883,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2023,12,Dec,133850.1085,308,873,227158.93,544,2468,,,2023,Dec,2023-Dec,SEM Non-Brand Landlord," $361,009.04 ",852,3341,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,1,Jan,488037.7283,751,4406,205242.23,451,2637,,,2024,Jan,2024-Jan,SEM Non-Brand Landlord," $693,279.96 ",1202,7043,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,2,Feb,604327.9297,831,5453,0,0,0,,,2024,Feb,2024-Feb,SEM Non-Brand Landlord," $604,327.93 ",831,5453,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,3,Mar,468211.481,899,3655,0,0,0,,,2024,Mar,2024-Mar,SEM Non-Brand Landlord," $468,211.48 ",899,3655,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,4,Apr,466393.9303,1016,4291,0,0,0,,,2024,Apr,2024-Apr,SEM Non-Brand Landlord," $466,393.93 ",1016,4291,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,5,May,583882.6518,713,3171,0,0,0,,,2024,May,2024-May,SEM Non-Brand Landlord," $583,882.65 ",713,3171,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,6,Jun,447576.2463,740,3487,0,0,0,,,2024,Jun,2024-Jun,SEM Non-Brand Landlord," $447,576.25 ",740,3487,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,7,Jul,346530.9796,924,3716,0,0,0,,,2024,Jul,2024-Jul,SEM Non-Brand Landlord," $346,530.98 ",924,3716,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,8,Aug,232070.9863,1034,3026,0,0,0,,,2024,Aug,2024-Aug,SEM Non-Brand Landlord," $232,070.99 ",1034,3026,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand,Landlord,2024,9,Sep,181535.9161,899,2470,0,0,0,,,2024,Sep,2024-Sep,SEM Non-Brand Landlord," $181,535.92 ",899,2470,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2023,7,Jul,444.69,0,0,0,0,0,,,2023,Jul,2023-Jul,Paid Social + Display Tenant, $444.69 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2023,8,Aug,774.79,0,0,0,0,0,,,2023,Aug,2023-Aug,Paid Social + Display Tenant, $774.79 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2023,9,Sep,9728.97,0,0,0,0,0,,,2023,Sep,2023-Sep,Paid Social + Display Tenant," $9,728.97 ",0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2023,10,Oct,16311.07,0,3,0,0,0,,,2023,Oct,2023-Oct,Paid Social + Display Tenant," $16,311.07 ",0,3,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2023,11,Nov,8089.76,0,0,0,0,0,,,2023,Nov,2023-Nov,Paid Social + Display Tenant," $8,089.76 ",0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2023,12,Dec,4021.33,0,0,0,0,0,,,2023,Dec,2023-Dec,Paid Social + Display Tenant," $4,021.33 ",0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,1,Jan,1304.33,0,2,0,0,0,,,2024,Jan,2024-Jan,Paid Social + Display Tenant," $1,304.33 ",0,2,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,2,Feb,727.5,0,0,0,0,0,,,2024,Feb,2024-Feb,Paid Social + Display Tenant, $727.50 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,3,Mar,780.14,0,2,0,0,0,,,2024,Mar,2024-Mar,Paid Social + Display Tenant, $780.14 ,0,2,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,4,Apr,748.62,0,0,0,0,0,,,2024,Apr,2024-Apr,Paid Social + Display Tenant, $748.62 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,5,May,772.45,0,0,0,0,0,,,2024,May,2024-May,Paid Social + Display Tenant, $772.45 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,6,Jun,754.08,0,0,0,0,0,,,2024,Jun,2024-Jun,Paid Social + Display Tenant, $754.08 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,7,Jul,776.02,0,0,0,0,0,,,2024,Jul,2024-Jul,Paid Social + Display Tenant, $776.02 ,0,0,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,8,Aug,12875.34929,0,4,0,0,0,,,2024,Aug,2024-Aug,Paid Social + Display Tenant," $12,875.35 ",0,4,,,,,,,,,,,,,,,,,,,,,
Paid Social + Display,Tenant,2024,9,Sep,25234.66635,1,87,0,0,0,,,2024,Sep,2024-Sep,Paid Social + Display Tenant," $25,234.67 ",1,87,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2023,7,Jul,0,0,0,74510.82,43,1061,,,2023,Jul,2023-Jul,SEM Non-Brand - Tenant Tenant," $74,510.82 ",43,1061,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2023,8,Aug,0,0,0,70954.47,33,821,,,2023,Aug,2023-Aug,SEM Non-Brand - Tenant Tenant," $70,954.47 ",33,821,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2023,9,Sep,0,0,0,69757.23,34,915,,,2023,Sep,2023-Sep,SEM Non-Brand - Tenant Tenant," $69,757.23 ",34,915,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2023,10,Oct,0,0,0,68437.41,51,948,,,2023,Oct,2023-Oct,SEM Non-Brand - Tenant Tenant," $68,437.41 ",51,948,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2023,11,Nov,0,0,0,72158.89,46,854,,,2023,Nov,2023-Nov,SEM Non-Brand - Tenant Tenant," $72,158.89 ",46,854,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2023,12,Dec,0,0,0,31201.05,27,511,,,2023,Dec,2023-Dec,SEM Non-Brand - Tenant Tenant," $31,201.05 ",27,511,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,1,Jan,0,0,0,0,1,38,,,2024,Jan,2024-Jan,SEM Non-Brand - Tenant Tenant, $-   ,1,38,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,2,Feb,0,0,0,0,0,0,,,2024,Feb,2024-Feb,SEM Non-Brand - Tenant Tenant, $-   ,0,0,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,3,Mar,0,0,0,0,0,0,,,2024,Mar,2024-Mar,SEM Non-Brand - Tenant Tenant, $-   ,0,0,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,4,Apr,0,0,0,0,0,0,,,2024,Apr,2024-Apr,SEM Non-Brand - Tenant Tenant, $-   ,0,0,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,5,May,25360.11,5,191,0,0,0,,,2024,May,2024-May,SEM Non-Brand - Tenant Tenant," $25,360.11 ",5,191,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,6,Jun,13264.42,5,88,0,0,0,,,2024,Jun,2024-Jun,SEM Non-Brand - Tenant Tenant," $13,264.42 ",5,88,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,7,Jul,5246.367972,9,288,0,0,0,,,2024,Jul,2024-Jul,SEM Non-Brand - Tenant Tenant," $5,246.37 ",9,288,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,8,Aug,53050.65993,57,3838,0,0,0,,,2024,Aug,2024-Aug,SEM Non-Brand - Tenant Tenant," $53,050.66 ",57,3838,,,,,,,,,,,,,,,,,,,,,
SEM Non-Brand - Tenant,Tenant,2024,9,Sep,95935.3137,55,6711,0,0,0,,,2024,Sep,2024-Sep,SEM Non-Brand - Tenant Tenant," $95,935.31 ",55,6711,,,,,,,,,,,,,,,,,,,,,
