Date,Source,Medium,Campaign,Device,Sessions,TotalUsers,NewUsers,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count,Impressions,Clicks,Cost,Total Traveler Actions,Traveler Value,Landlord Value,Channel_Group,Campaign_Group,Week,Year
2023-08-27,google,cpc,City - Orlando,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-27,google,cpc,City - Salt Lake City,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-27,google,cpc,City - Seattle,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-27,google,cpc,City - Tucson,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2024-08-19,bing,cpc,FF - Search - Property Owners,mobile,1253,1183,1082,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,FF - Search - Property Owners,desktop,1184,871,408,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,travelnursehousing.com,referral,(referral),desktop,703,457,121,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-19,travelnursehousing.com,referral,(referral),mobile,501,335,131,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-19,google,cpc,Search - Housing,desktop,313,225,70,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-19,bing,cpc,Search - Travel Nurse,mobile,304,292,268,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Travel Nurse,mobile,251,191,133,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-19,google,cpc,Search - Travel Nurse,desktop,242,180,95,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-19,google,cpc,Search - Landlord,mobile,215,165,110,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-19,google,cpc,Search - Housing,mobile,200,154,76,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-19,google,cpc,Search - Landlord,desktop,196,147,85,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-19,bing,cpc,Search - Travel Nurse,desktop,172,132,84,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Travel Nurse Housing,mobile,108,84,45,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-19,google,cpc,Search - Landlord - Corporate,desktop,105,79,52,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-19,google,cpc,Search - Travel Nurse Housing,desktop,95,73,34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-19,bing,cpc,Search - Travel Nurse Housing,desktop,75,56,30,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Landlord - Corporate,mobile,69,52,36,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-19,bing,cpc,FF - Search - Property Owners,tablet,63,61,54,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - Landlord,desktop,58,49,32,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - Corporate,desktop,46,35,23,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - Travel Nurse,tablet,36,30,25,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Corporate,desktop,25,17,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-19,google,cpc,Search - Healthcare,mobile,24,15,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-19,bing,cpc,Search - Landlord,mobile,22,19,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - FF - Property Owners - test max conv purchase 20240530,desktop,21,10,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - Travel Nurse Housing,mobile,18,13,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - Corporate,mobile,11,7,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Housing,tablet,11,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-19,bing,cpc,Search - FF - Travel Nurse - test max conv purchase 20240530,desktop,10,7,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Healthcare,desktop,9,9,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-19,google,cpc,Search - Landlord,tablet,8,7,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-19,travelnursehousing.com,referral,(referral),tablet,8,6,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-19,google,cpc,Search - Housing,desktop,6,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-19,google,cpc,Search - Travel Nurse,desktop,6,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-19,google,cpc,Search - Corporate,mobile,5,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-19,google,cpc,Search - Travel Nurse Housing,desktop,5,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-19,bing,cpc,Search - FF - Travel Nurse Housing - test max conv purchase 20240530,desktop,4,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Travel Nurse,tablet,4,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-19,google,cpc,Search - Competitors,mobile,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2024
2024-08-19,google,cpc,Search - Travel Nurse,desktop,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-19,bing,cpc,Search - Corporate,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,bing,cpc,Search - FF - Travel Nurse Housing - test max conv purchase 20240530,mobile,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Landlord - Corporate,tablet,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-19,google,cpc,Search - Travel Nurse Housing,mobile,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-19,bing,cpc,Search - FF - Landlord - test max conv purchase 20240530,desktop,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-19,google,cpc,Search - Corporate,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-19,google,cpc,Search - Travel Nurse,mobile,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-19,google,cpc,Search - Travel Nurse Housing,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-20,bing,cpc,FF - Search - Property Owners,mobile,1080,1024,933,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,FF - Search - Property Owners,desktop,1029,743,308,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,travelnursehousing.com,referral,(referral),desktop,637,409,107,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-20,travelnursehousing.com,referral,(referral),mobile,451,309,137,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-20,bing,cpc,Search - Travel Nurse,mobile,345,328,302,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Housing,desktop,317,220,72,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-20,google,cpc,Search - Travel Nurse,mobile,241,184,114,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-20,google,cpc,Search - Travel Nurse,desktop,233,167,83,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-20,google,cpc,Search - Housing,mobile,225,158,91,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-20,google,cpc,Search - Landlord,mobile,208,152,111,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-20,google,cpc,Search - Landlord,desktop,171,124,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-20,google,cpc,Search - Travel Nurse Housing,mobile,146,109,73,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-20,bing,cpc,Search - Travel Nurse,desktop,138,112,69,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Landlord - Corporate,desktop,118,100,72,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-20,google,cpc,Search - Landlord - Corporate,mobile,106,75,59,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-20,google,cpc,Search - Travel Nurse Housing,desktop,93,71,32,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-20,bing,cpc,FF - Search - Property Owners,tablet,67,64,47,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - Travel Nurse Housing,desktop,60,47,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - Corporate,desktop,53,38,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - Landlord,desktop,50,37,24,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - FF - Property Owners - test max conv purchase 20240530,desktop,30,16,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Healthcare,mobile,21,18,14,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-20,google,cpc,Search - Corporate,desktop,18,12,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-20,bing,cpc,Search - Travel Nurse,tablet,17,16,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - Travel Nurse Housing,mobile,16,14,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Travel Nurse Housing,desktop,13,6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-20,google,cpc,Search - Healthcare,desktop,12,10,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-20,google,cpc,Search - Housing,tablet,12,7,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-20,bing,cpc,Search - Corporate,mobile,11,10,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - Landlord,mobile,11,10,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Travel Nurse,desktop,9,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-20,travelnursehousing.com,referral,(referral),tablet,9,6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-20,bing,cpc,Search - FF - Travel Nurse - test max conv purchase 20240530,desktop,8,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Landlord,tablet,7,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-20,google,cpc,Search - Travel Nurse,desktop,6,5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-20,google,cpc,Search - Corporate,mobile,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-20,google,cpc,Search - Landlord - Corporate,tablet,4,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-20,google,cpc,Search - Travel Nurse,tablet,3,3,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-20,google,cpc,Search - Travel Nurse,mobile,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-20,bing,cpc,FF---Search---Property-Owners,mobile,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - Landlord,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Competitors,mobile,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2024
2024-08-20,google,cpc,Search - Housing,desktop,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-20,bing,cpc,Search - Corporate,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - FF - Property Owners - test max conv purchase 20240530,mobile,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - FF - Travel Nurse Housing - test max conv purchase 20240530,mobile,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,bing,cpc,Search - FF - Travel Nurse Housing - test max conv purchase 20240530,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-20,google,cpc,Search - Corporate,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-20,google,cpc,Search - Healthcare,desktop,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-20,google,cpc,Search - Travel Nurse Housing,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-20,google,cpc,Search - Travel Nurse Housing,mobile,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-21,bing,cpc,FF - Search - Property Owners,mobile,1099,1037,948,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,bing,cpc,FF - Search - Property Owners,desktop,917,670,300,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,travelnursehousing.com,referral,(referral),desktop,641,413,112,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-21,travelnursehousing.com,referral,(referral),mobile,409,276,115,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-21,google,cpc,Search - Housing,desktop,302,206,71,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-21,google,cpc,Search - Travel Nurse,mobile,297,226,156,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-21,google,cpc,Search - Travel Nurse,desktop,280,197,93,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-21,bing,cpc,Search - Travel Nurse,mobile,278,270,252,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Travel Nurse Housing,mobile,259,203,158,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-21,google,cpc,Search - Housing,mobile,229,159,80,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-21,google,cpc,Search - Landlord - Corporate,desktop,164,129,80,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-21,google,cpc,Search - Travel Nurse Housing,desktop,149,117,71,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-21,bing,cpc,Search - Travel Nurse,desktop,138,113,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Landlord - Corporate,mobile,112,88,45,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-21,bing,cpc,Search - Travel Nurse Housing,desktop,105,73,46,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Landlord,desktop,94,61,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-21,google,cpc,Search - Landlord,mobile,75,54,24,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-21,bing,cpc,Search - Landlord,desktop,57,45,28,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,bing,cpc,Search - Corporate,desktop,49,42,26,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,bing,cpc,FF - Search - Property Owners,tablet,48,41,32,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Healthcare,mobile,21,17,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-21,bing,cpc,Search - Corporate,mobile,17,15,12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,bing,cpc,Search - FF - Property Owners - test max conv purchase 20240530,desktop,17,12,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Travel Nurse,tablet,15,12,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-21,bing,cpc,Search - Travel Nurse Housing,mobile,12,9,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Corporate,desktop,12,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-21,google,cpc,Search - Healthcare,desktop,12,7,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Healthcare,34,2024
2024-08-21,bing,cpc,Search - Travel Nurse,tablet,11,10,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Landlord - Corporate,tablet,11,6,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-21,google,cpc,Search - Travel Nurse,mobile,10,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-21,bing,cpc,Search - FF - Travel Nurse - test max conv purchase 20240530,desktop,9,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,bing,cpc,Search - Landlord,mobile,9,9,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Housing,tablet,9,8,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Housing,34,2024
2024-08-21,travelnursehousing.com,referral,(referral),tablet,9,8,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2024
2024-08-21,google,cpc,Search - Corporate,mobile,8,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-21,google,cpc,Search - Travel Nurse Housing,desktop,8,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse Housing,34,2024
2024-08-21,google,cpc,Search - Travel Nurse,desktop,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-21,google,cpc,Search - Competitors,mobile,5,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2024
2024-08-21,bing,cpc,Search - FF - Landlord - test max conv purchase 20240530,desktop,4,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,bing,cpc,Search - FF - Travel Nurse Housing - test max conv purchase 20240530,desktop,4,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
2024-08-21,google,cpc,Search - Corporate,tablet,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Corporate,34,2024
2024-08-21,google,cpc,Search - Landlord,tablet,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Landlord,34,2024
2024-08-21,google,cpc,Search - Travel Nurse,desktop,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Travel Nurse,34,2024
2024-08-21,bing,cpc,Search - FF - Property Owners - test max conv purchase 20240530,mobile,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Bing Search - Non-Brand (All Campaigns),34,2024
