Date,Source,Medium,Campaign,Device,Sessions,TotalUsers,NewUsers,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count,Impressions,Impression_population,Clicks,Cost,Total Traveler Actions,Traveler Value,Landlord Value
20230102,google,cpc,TNH - Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,114,158.0,27,102.54,0,0,0
20230102,google,cpc,TNH - Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,3,4.0,1,3.95,0,0,0
20230102,google,cpc,TNH_Re-Marketing,DESKTOP,0,0,0,0,0,0,0,0,0,0,1548,1548.0,7,1.96538,0,0,0
20230102,google,cpc,TNH_Re-Marketing,MOBILE,0,0,0,0,0,0,0,0,0,0,1357,1357.0,15,3.519798,0,0,0
20230102,google,cpc,TNH_Re-Marketing,TABLET,0,0,0,0,0,0,0,0,0,0,201,201.0,2,0.615804,0,0,0
20230102,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,115,727.6806806806807,40,61.47,0,0,0
20230102,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,311,3113.113113113113,55,149.78,0,0,0
20230102,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,2,20.02002002002002,0,0.0,0,0,0
20230102,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,8,8.0,2,1.95,0,0,0
20230102,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,314,323.01001001001003,29,27.88,0,0,0
20230102,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,11,11.0,1,0.94,0,0,0
20230103,google,cpc,Furnished Apartments,DESKTOP,0,0,0,0,0,0,0,0,0,0,3586,7902.000000000001,557,492.03,0,0,0
20230103,google,cpc,Furnished Apartments,MOBILE,0,0,0,0,0,0,0,0,0,0,8217,13042.999999999998,1683,1550.29,0,0,0
20230103,google,cpc,Furnished Apartments,TABLET,0,0,0,0,0,0,0,0,0,0,360,529.0,68,62.05,0,0,0
20230103,google,cpc,Furnished Finder,DESKTOP,0,0,0,0,0,0,0,0,0,0,5886,7684.0,2875,936.5400000000001,0,0,0
20230103,google,cpc,Furnished Finder,MOBILE,0,0,0,0,0,0,0,0,0,0,8584,10039.0,4784,1700.43,0,0,0
20230103,google,cpc,Furnished Finder,TABLET,0,0,0,0,0,0,0,0,0,0,261,297.0,127,47.19,0,0,0
20230103,google,cpc,Furnished Monthly Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,2412,8688.0,262,302.89,0,0,0
20230103,google,cpc,Furnished Monthly Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,6989,19370.0,913,857.6800000000001,0,0,0
20230103,google,cpc,Furnished Monthly Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,436,1183.0,50,43.87,0,0,0
20230103,google,cpc,Room Rental,DESKTOP,0,0,0,0,0,0,0,0,0,0,828,963.0,75,299.92,0,0,0
20230103,google,cpc,Room Rental,MOBILE,0,0,0,0,0,0,0,0,0,0,1167,1366.0,169,660.22,0,0,0
20230103,google,cpc,Room Rental,TABLET,0,0,0,0,0,0,0,0,0,0,45,46.0,6,22.77,0,0,0
20230103,google,cpc,TNH -  Property owners,DESKTOP,0,0,0,0,0,0,0,0,0,0,4161,14199.720042700827,625,2409.92,0,0,0
20230103,google,cpc,TNH -  Property owners,MOBILE,0,0,0,0,0,0,0,0,0,0,13510,43402.83212680027,1353,5074.29,0,0,0
20230103,google,cpc,TNH -  Property owners,TABLET,0,0,0,0,0,0,0,0,0,0,254,647.0,34,117.76,0,0,0
20230103,google,cpc,TNH - Alternative To BNB,DESKTOP,0,0,0,0,0,0,0,0,0,0,8,10.0,2,6.74,0,0,0
20230103,google,cpc,TNH - Alternative To BNB,MOBILE,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0.0,0,0,0
20230103,google,cpc,TNH - Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,97,130.0,17,63.980000000000004,0,0,0
20230103,google,cpc,TNH - Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,108,165.0,13,46.42,0,0,0
20230103,google,cpc,TNH - Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,4,4.0,1,3.86,0,0,0
20230103,google,cpc,TNH_Re-Marketing,DESKTOP,0,0,0,0,0,0,0,0,0,0,1698,1698.0,7,1.849427,0,0,0
20230103,google,cpc,TNH_Re-Marketing,MOBILE,0,0,0,0,0,0,0,0,0,0,1138,1138.0,16,3.795845,0,0,0
20230103,google,cpc,TNH_Re-Marketing,TABLET,0,0,0,0,0,0,0,0,0,0,181,181.0,0,0.0,0,0,0
20230103,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,131,887.8408408408408,40,77.95,0,0,0
20230103,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,325,3226.223223223223,46,121.91,0,0,0
20230103,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,2,20.02002002002002,0,0.0,0,0,0
20230103,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,21,21.0,5,5.08,0,0,0
20230103,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,241,241.0,27,25.53,0,0,0
20230103,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,4,4.0,0,0.0,0,0,0
20230104,google,cpc,Furnished Apartments,DESKTOP,0,0,0,0,0,0,0,0,0,0,3908,8352.0,577,515.22,0,0,0
20230104,google,cpc,Furnished Apartments,MOBILE,0,0,0,0,0,0,0,0,0,0,8187,13099.000000000002,1774,1631.35,0,0,0
20230104,google,cpc,Furnished Apartments,TABLET,0,0,0,0,0,0,0,0,0,0,395,531.0,74,71.21,0,0,0
20230104,google,cpc,Furnished Finder,DESKTOP,0,0,0,0,0,0,0,0,0,0,6093,8190.0,3036,999.63,0,0,0
20230104,google,cpc,Furnished Finder,MOBILE,0,0,0,0,0,0,0,0,0,0,8942,10517.0,5001,1795.41,0,0,0
20230104,google,cpc,Furnished Finder,TABLET,0,0,0,0,0,0,0,0,0,0,262,283.0,158,51.83,0,0,0
20230104,google,cpc,Furnished Monthly Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,2870,9602.0,316,374.75,0,0,0
20230104,google,cpc,Furnished Monthly Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,7426,19950.0,1128,1069.83,0,0,0
20230104,google,cpc,Furnished Monthly Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,458,1292.0,65,62.05,0,0,0
20230104,google,cpc,Room Rental,DESKTOP,0,0,0,0,0,0,0,0,0,0,714,867.0,68,289.97,0,0,0
20230104,google,cpc,Room Rental,MOBILE,0,0,0,0,0,0,0,0,0,0,1240,1421.0,157,606.21,0,0,0
20230104,google,cpc,Room Rental,TABLET,0,0,0,0,0,0,0,0,0,0,34,35.0,3,6.61,0,0,0
20230104,google,cpc,TNH -  Property owners,DESKTOP,0,0,0,0,0,0,0,0,0,0,4245,15160.051352843733,659,2503.3399999999997,0,0,0
20230104,google,cpc,TNH -  Property owners,MOBILE,0,0,0,0,0,0,0,0,0,0,12791,44170.55081626121,1397,5250.613842,0,0,0
20230104,google,cpc,TNH -  Property owners,TABLET,0,0,0,0,0,0,0,0,0,0,228,594.0,35,128.96,0,0,0
20230104,google,cpc,TNH - Alternative To BNB,DESKTOP,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0.0,0,0,0
20230104,google,cpc,TNH - Alternative To BNB,MOBILE,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0.0,0,0,0
20230104,google,cpc,TNH - Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,116,151.0,16,63.85,0,0,0
20230104,google,cpc,TNH - Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,122,173.48571428571427,23,86.12,0,0,0
20230104,google,cpc,TNH - Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,3,5.0,2,4.79,0,0,0
20230104,google,cpc,TNH_Re-Marketing,DESKTOP,0,0,0,0,0,0,0,0,0,0,1523,1523.0,5,1.294961,0,0,0
20230104,google,cpc,TNH_Re-Marketing,MOBILE,0,0,0,0,0,0,0,0,0,0,1068,1068.0,11,2.534009,0,0,0
20230104,google,cpc,TNH_Re-Marketing,TABLET,0,0,0,0,0,0,0,0,0,0,119,119.0,1,0.333828,0,0,0
20230104,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,132,987.9509509509509,32,65.38,0,0,0
20230104,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,297,2945.942942942943,55,135.18,0,0,0
20230104,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,5,38.0,0,0.0,0,0,0
20230104,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,16,16.0,1,0.93,0,0,0
20230104,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,438,438.0,28,29.17,0,0,0
20230104,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,23,23.0,1,0.94,0,0,0
20230105,google,cpc,Furnished Apartments,DESKTOP,0,0,0,0,0,0,0,0,0,0,3252,7180.0,554,492.27000000000004,0,0,0
20230105,google,cpc,Furnished Apartments,MOBILE,0,0,0,0,0,0,0,0,0,0,7853,12238.0,1688,1574.1100000000001,0,0,0
20230105,google,cpc,Furnished Apartments,TABLET,0,0,0,0,0,0,0,0,0,0,402,546.0,68,62.839999999999996,0,0,0
20230105,google,cpc,Furnished Finder,DESKTOP,0,0,0,0,0,0,0,0,0,0,5626,7479.0,2861,866.21,0,0,0
20230105,google,cpc,Furnished Finder,MOBILE,0,0,0,0,0,0,0,0,0,0,8536,10008.0,4827,1634.02,0,0,0
20230105,google,cpc,Furnished Finder,TABLET,0,0,0,0,0,0,0,0,0,0,235,255.0,123,40.43,0,0,0
20230105,google,cpc,Furnished Monthly Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,2546,8562.0,309,362.7,0,0,0
20230105,google,cpc,Furnished Monthly Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,7186,18157.0,992,969.42,0,0,0
20230105,google,cpc,Furnished Monthly Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,472,1294.0,64,60.36,0,0,0
20230105,google,cpc,Room Rental,DESKTOP,0,0,0,0,0,0,0,0,0,0,571,686.0,45,201.53,0,0,0
20230105,google,cpc,Room Rental,MOBILE,0,0,0,0,0,0,0,0,0,0,1196,1357.0,132,493.04999999999995,0,0,0
20230105,google,cpc,Room Rental,TABLET,0,0,0,0,0,0,0,0,0,0,31,32.0,2,7.25,0,0,0
20230105,google,cpc,TNH -  Property owners,DESKTOP,0,0,0,0,0,0,0,0,0,0,3815,13188.813269288501,580,2220.79,0,0,0
20230105,google,cpc,TNH -  Property owners,MOBILE,0,0,0,0,0,0,0,0,0,0,12330,39836.421984047854,1325,4994.52,0,0,0
20230105,google,cpc,TNH -  Property owners,TABLET,0,0,0,0,0,0,0,0,0,0,270,587.0,38,135.73,0,0,0
20230105,google,cpc,TNH - Alternative To BNB,DESKTOP,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0.0,0,0,0
20230105,google,cpc,TNH - Alternative To BNB,MOBILE,0,0,0,0,0,0,0,0,0,0,4,6.0,0,0.0,0,0,0
20230105,google,cpc,TNH - Alternative To BNB,TABLET,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,0
20230105,google,cpc,TNH - Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,79,111.64,9,34.410000000000004,0,0,0
20230105,google,cpc,TNH - Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,103,158.0,16,61.23,0,0,0
20230105,google,cpc,TNH - Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,5,5.0,0,0.0,0,0,0
20230105,google,cpc,TNH_Re-Marketing,DESKTOP,0,0,0,0,0,0,0,0,0,0,1124,1124.0,2,0.430065,0,0,0
20230105,google,cpc,TNH_Re-Marketing,MOBILE,0,0,0,0,0,0,0,0,0,0,1000,1000.0,10,2.131228,0,0,0
20230105,google,cpc,TNH_Re-Marketing,TABLET,0,0,0,0,0,0,0,0,0,0,99,99.0,2,0.210952,0,0,0
20230105,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,162,1090.031031031031,47,82.25999999999999,0,0,0
20230105,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,301,3013.013013013013,53,117.08,0,0,0
20230105,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,12,53.0,1,1.74,0,0,0
20230105,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,16,25.01001001001001,1,1.72,0,0,0
20230105,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,797,833.04004004004,27,26.93,0,0,0
20230105,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,49,49.0,2,2.9,0,0,0
20230106,google,cpc,Furnished Apartments,DESKTOP,0,0,0,0,0,0,0,0,0,0,3042,6571.0,512,463.7,0,0,0
20230106,google,cpc,Furnished Apartments,MOBILE,0,0,0,0,0,0,0,0,0,0,7318,11456.0,1563,1426.5,0,0,0
20230106,google,cpc,Furnished Apartments,TABLET,0,0,0,0,0,0,0,0,0,0,385,499.0,76,74.99,0,0,0
20230106,google,cpc,Furnished Finder,DESKTOP,0,0,0,0,0,0,0,0,0,0,4817,6256.0,2393,807.87,0,0,0
20230106,google,cpc,Furnished Finder,MOBILE,0,0,0,0,0,0,0,0,0,0,7792,9060.0,4567,1485.4399999999998,0,0,0
20230106,google,cpc,Furnished Finder,TABLET,0,0,0,0,0,0,0,0,0,0,259,290.0,117,55.69,0,0,0
20230106,google,cpc,Furnished Monthly Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,2197,7619.0,263,312.53,0,0,0
20230106,google,cpc,Furnished Monthly Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,6190,16359.000000000002,872,826.15,0,0,0
20230106,google,cpc,Furnished Monthly Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,456,1257.0,71,64.69,0,0,0
20230106,google,cpc,Room Rental,DESKTOP,0,0,0,0,0,0,0,0,0,0,588,705.0,49,202.25,0,0,0
20230106,google,cpc,Room Rental,MOBILE,0,0,0,0,0,0,0,0,0,0,1039,1179.0,107,412.63,0,0,0
20230106,google,cpc,Room Rental,TABLET,0,0,0,0,0,0,0,0,0,0,36,39.0,7,27.32,0,0,0
20230106,google,cpc,TNH -  Property owners,DESKTOP,0,0,0,0,0,0,0,0,0,0,3326,11622.621359223302,496,1900.52,0,0,0
20230106,google,cpc,TNH -  Property owners,MOBILE,0,0,0,0,0,0,0,0,0,0,10891,36476.203717611716,1173,4387.5599999999995,0,0,0
20230106,google,cpc,TNH -  Property owners,TABLET,0,0,0,0,0,0,0,0,0,0,268,611.0,35,124.48,0,0,0
20230106,google,cpc,TNH - Alternative To BNB,DESKTOP,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
20230106,google,cpc,TNH - Alternative To BNB,MOBILE,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0.0,0,0,0
20230106,google,cpc,TNH - Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,62,98.0,6,23.51,0,0,0
20230106,google,cpc,TNH - Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,84,134.0,12,41.39,0,0,0
20230106,google,cpc,TNH - Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
20230106,google,cpc,TNH_Re-Marketing,DESKTOP,0,0,0,0,0,0,0,0,0,0,934,934.0,2,0.529318,0,0,0
20230106,google,cpc,TNH_Re-Marketing,MOBILE,0,0,0,0,0,0,0,0,0,0,930,930.0,8,1.994942,0,0,0
20230106,google,cpc,TNH_Re-Marketing,TABLET,0,0,0,0,0,0,0,0,0,0,121,121.0,1,0.331887,0,0,0
20230106,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,147,1002.9509509509509,49,82.87,0,0,0
20230106,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,321,3213.2132132132133,46,107.11,0,0,0
20230106,google,cpc,Travel Nurse Agencies - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,9,39.0,3,8.29,0,0,0
20230106,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,DESKTOP,0,0,0,0,0,0,0,0,0,0,9,9.0,1,1.45,0,0,0
20230106,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,MOBILE,0,0,0,0,0,0,0,0,0,0,580,580.0,29,28.44,0,0,0
20230106,google,cpc,Travel Nurse Jobs - OLD - DO NOT USE,TABLET,0,0,0,0,0,0,0,0,0,0,32,32.0,0,0.0,0,0,0
20230107,google,cpc,Furnished Apartments,DESKTOP,0,0,0,0,0,0,0,0,0,0,2590,5353.0,399,371.02,0,0,0
20230107,google,cpc,Furnished Apartments,MOBILE,0,0,0,0,0,0,0,0,0,0,7864,11691.0,1685,1531.76,0,0,0
20230107,google,cpc,Furnished Apartments,TABLET,0,0,0,0,0,0,0,0,0,0,408,530.0,83,78.09,0,0,0
20230107,google,cpc,Furnished Finder,DESKTOP,0,0,0,0,0,0,0,0,0,0,3494,4512.0,1698,625.9,0,0,0
20230107,google,cpc,Furnished Finder,MOBILE,0,0,0,0,0,0,0,0,0,0,7284,8406.0,3983,1491.08,0,0,0
20230107,google,cpc,Furnished Finder,TABLET,0,0,0,0,0,0,0,0,0,0,186,216.0,100,30.57,0,0,0
20230107,google,cpc,Furnished Monthly Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,2101,7140.0,264,326.71999999999997,0,0,0
20230107,google,cpc,Furnished Monthly Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,7614,19484.0,1148,1103.9199999999998,0,0,0
20230107,google,cpc,Furnished Monthly Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,524,1508.9999999999998,72,72.61,0,0,0
20230107,google,cpc,Room Rental,DESKTOP,0,0,0,0,0,0,0,0,0,0,517,588.0,47,211.78,0,0,0
20230107,google,cpc,Room Rental,MOBILE,0,0,0,0,0,0,0,0,0,0,1090,1234.0,131,528.99,0,0,0
20230107,google,cpc,Room Rental,TABLET,0,0,0,0,0,0,0,0,0,0,51,51.0,10,42.64,0,0,0
20230107,google,cpc,TNH -  Property owners,DESKTOP,0,0,0,0,0,0,0,0,0,0,2371,7726.329120077782,361,1377.03,0,0,0
20230107,google,cpc,TNH -  Property owners,MOBILE,0,0,0,0,0,0,0,0,0,0,10598,32439.19337493999,1233,4656.650000000001,0,0,0
20230107,google,cpc,TNH -  Property owners,TABLET,0,0,0,0,0,0,0,0,0,0,204,523.0,26,98.8,0,0,0
20230107,google,cpc,TNH - Alternative To BNB,DESKTOP,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0.0,0,0,0
20230107,google,cpc,TNH - Alternative To BNB,MOBILE,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0.0,0,0,0
20230107,google,cpc,TNH - Rentals,DESKTOP,0,0,0,0,0,0,0,0,0,0,36,54.0,2,6.93,0,0,0
20230107,google,cpc,TNH - Rentals,MOBILE,0,0,0,0,0,0,0,0,0,0,108,148.0,21,78.37,0,0,0
20230107,google,cpc,TNH - Rentals,TABLET,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0
20230107,google,cpc,TNH_Re-Marketing,DESKTOP,0,0,0,0,0,0,0,0,0,0,531,531.0,4,1.194491,0,0,0
20230107,google,cpc,TNH_Re-Marketing,MOBILE,0,0,0,0,0,0,0,0,0,0,903,903.0,4,1.202213,0,0,0
20230107,google,cpc,TNH_Re-Marketing,TABLET,0,0,0,0,0,0,0,0,0,0,139,139.0,2,0.541565,0,0,0
